1763,16,730,0.021917808219178082
1764,1,732,0.001366120218579235
1765,6,730,0.00821917808219178
1766,5,730,0.00684931506849315
1767,20,730,0.0273972602739726
1768,7,732,0.009562841530054645
1769,16,730,0.021917808219178082
1770,8,730,0.010958904109589041
1771,9,730,0.012328767123287671
1772,6,732,0.00819672131147541
1773,4,730,0.005479452054794521
1774,16,730,0.021917808219178082
1775,6,1460,0.00410958904109589
1776,4,1464,0.00273224043715847
1777,13,1460,0.008904109589041096
1778,14,1460,0.009589041095890411
1779,10,1460,0.00684931506849315
1780,18,1464,0.012295081967213115
1781,12,1825,0.006575342465753425
1782,10,1825,0.005479452054794521
1783,18,1825,0.009863013698630137
1784,25,1830,0.01366120218579235
1785,15,1825,0.00821917808219178
1786,18,1825,0.009863013698630137
1787,14,1460,0.009589041095890411
1788,22,1464,0.015027322404371584
1789,6,1825,0.0032876712328767125
1790,11,1825,0.006027397260273973
1791,18,1809,0.009950248756218905
1792,14,1830,0.007650273224043716
1793,12,1460,0.00821917808219178
1794,8,1825,0.004383561643835616
1795,22,1825,0.012054794520547946
1796,9,1826,0.004928806133625411
1797,10,2190,0.0045662100456621
1798,8,2190,0.0036529680365296802
1799,10,1460,0.00684931506849315
1800,11,1825,0.006027397260273973
1801,14,1825,0.007671232876712329
1802,16,2190,0.0073059360730593605
1803,20,1825,0.010958904109589041
1804,8,2075,0.0038554216867469878
1805,15,2190,0.00684931506849315
1806,12,2077,0.005777563793933558
1807,11,2153,0.005109150023223409
1808,15,2196,0.006830601092896175
1809,6,2190,0.0027397260273972603
1810,8,2188,0.003656307129798903
1811,4,2190,0.0018264840182648401
1812,15,2196,0.006830601092896175
1813,14,2290,0.00611353711790393
1814,4,3013,0.001327580484566877
1815,39,3730,0.010455764075067025
1816,30,3739,0.008023535704733886
1817,29,3723,0.0077894171367177
1818,31,3733,0.008304312885079025
1819,26,3712,0.007004310344827586
1820,34,3756,0.009052183173588925
1821,30,3725,0.008053691275167786
1822,20,3823,0.0052314935914203504
1823,31,4006,0.007738392411382925
1824,25,4794,0.005214851898206091
1825,43,4780,0.00899581589958159
1826,41,4823,0.008500933029234915
1827,64,5521,0.011592102879913059
1828,62,5539,0.011193356201480412
1829,53,5537,0.009571970381072784
1830,53,5583,0.009493104065914384
1831,42,5592,0.0075107296137339056
1832,26,5945,0.004373423044575274
1833,24,6985,0.003435934144595562
1834,22,6946,0.0031672905269219693
1835,62,6992,0.008867276887871853
1836,39,7175,0.005435540069686411
1837,36,7061,0.005098427984704716
1838,49,7700,0.006363636363636364
1839,30,7058,0.004250495891187305
1840,35,8301,0.004216359474762077
